contact_id,account_id,full_name,title,is_economic_buyer
CON-6740,ACC-2584,Mary Hill,Cytogeneticist,False
CON-6741,ACC-2585,Margaret Riley,"Civil engineer, contracting",False
CON-6742,ACC-2585,Timothy Martinez,Curator,False
CON-6743,ACC-2586,Steven Davis,"Research officer, trade union",False
CON-6744,ACC-2587,Susan Clark,Chiropractor,False
CON-6745,ACC-2587,Alex Jones DVM,Camera operator,False
CON-6746,ACC-2587,Jason Preston,"Production designer, theatre/television/film",True
CON-6747,ACC-2587,Catherine Smith,"Editor, magazine features",False
CON-6748,ACC-2588,Lynn Bond,Commercial/residential surveyor,False
CON-6749,ACC-2588,Wendy Webb,Visual merchandiser,False
CON-6750,ACC-2589,Abigail Boyd,Forest/woodland manager,False
CON-6751,ACC-2589,Cheryl Johnson,Advice worker,False
CON-6752,ACC-2589,Paige Robinson,Medical sales representative,False
CON-6753,ACC-2589,Daniel Murphy,English as a second language teacher,False
CON-6754,ACC-2590,Michael Martinez,Graphic designer,True
CON-6755,ACC-2590,Dr. Gregory Arnold,Hospital pharmacist,True
CON-6756,ACC-2590,Robert Graham,Office manager,False
CON-6757,ACC-2590,Danielle Gonzalez,Health visitor,True
CON-6758,ACC-2590,Ashley Mcguire,Theatre manager,False
CON-6759,ACC-2591,Robert Mckay,Ranger/warden,False
CON-6760,ACC-2591,Jeremy Carlson,Glass blower/designer,False
CON-6761,ACC-2591,Lisa Lawson,"Pilot, airline",False
CON-6762,ACC-2592,Harry Hurst,Bonds trader,False
CON-6763,ACC-2593,Steve Rubio,Forensic scientist,False
CON-6764,ACC-2594,Elaine Serrano,Set designer,False
CON-6765,ACC-2595,Allen White,IT trainer,False
CON-6766,ACC-2595,Cody Sanchez,"Engineer, structural",False
CON-6767,ACC-2595,Jacqueline Chan,Community education officer,False
CON-6768,ACC-2595,Michael Love,"Engineer, production",False
CON-6769,ACC-2596,Robert Roach,"Surveyor, planning and development",False
CON-6770,ACC-2596,Drew Lewis,"Engineer, water",False
CON-6771,ACC-2597,Donald Franklin,Cabin crew,False
CON-6772,ACC-2597,Maria Fleming,"Presenter, broadcasting",False
CON-6773,ACC-2597,Francisco Gonzalez,"Research officer, political party",False
CON-6774,ACC-2598,Dr. Jason Martinez Jr.,"Journalist, newspaper",False
CON-6775,ACC-2598,Cynthia Smith,Adult nurse,False
CON-6776,ACC-2598,Savannah Travis,"Psychologist, clinical",True
CON-6777,ACC-2599,Ryan Powell,"Social research officer, government",False
CON-6778,ACC-2599,Amanda Newman,Building control surveyor,False
CON-6779,ACC-2599,Ronald Perry,Illustrator,False
CON-6780,ACC-2599,Paul Ross,"Surveyor, commercial/residential",False
CON-6781,ACC-2599,Katherine Williams,Hydrogeologist,False
